speaker_id,utterance_id,transcript,natural_audio_path,synthetic_audio_path,natural_embedding_path,synthetic_embedding_path,dataset_split
p302,p302_019,"Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_019_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_019_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_019.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_019.npy,train
p302,p302_020,Many complicated ideas about the rainbow have been formed.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_020_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_020_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_020.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_020.npy,train
p302,p302_021,"The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drop increases.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_021_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_021_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_021.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_021.npy,train
p302,p302_022,The actual primary rainbow observed is said to be the effect of a super-imposition of a number of bows.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_022_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_022_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_022.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_022.npy,train
p302,p302_023,"If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green yellow light when mixed form yellow.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_023_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_023_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_023.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_023.npy,train
p302,p302_024,"This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_024_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_024_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_024.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_024.npy,train
p302,p302_025,It does make a big difference.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_025_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_025_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_025.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_025.npy,train
p302,p302_026,George Mitchell is trying to close the gap.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_026_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_026_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_026.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_026.npy,train
p302,p302_027,Each one has its own system.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_027_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_027_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_027.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_027.npy,train
p302,p302_028,"Alright, it was a defeat, but it felt like a victory.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_028_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_028_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_028.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_028.npy,train
p302,p302_029,"From our point of view, the player is free to leave.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_029_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_029_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_029.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_029.npy,train
p302,p302_030,It is a very special city.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_030_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_030_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_030.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_030.npy,train
p302,p302_031,It has been blown out of all proportion.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_031_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_031_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_031.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_031.npy,train
p302,p302_032,"He's not very big, either.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_032_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_032_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_032.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_032.npy,train
p302,p302_033,I've taken to the hills.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_033_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_033_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_033.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_033.npy,train
p302,p302_034,My game is in pretty good shape.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_034_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_034_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_034.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_034.npy,train
p302,p302_035,How come it is so often unnoticed?,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_035_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_035_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_035.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_035.npy,train
p302,p302_036,I wanted the illusion of space and depth.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_036_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_036_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_036.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_036.npy,train
p302,p302_037,We used to keep our business rates.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_037_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_037_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_037.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_037.npy,train
p302,p302_038,"It's a delightful idea, but a distancing one.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_038_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_038_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_038.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_038.npy,train
p302,p302_039,All of us do.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_039_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_039_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_039.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_039.npy,train
p302,p302_040,"On fuel, the Chancellor has a number of options.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_040_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_040_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_040.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_040.npy,train
p302,p302_041,It could have been just a quick fix.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_041_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_041_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_041.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_041.npy,train
p302,p302_042,We are looking for volunteers.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_042_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_042_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_042.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_042.npy,train
p302,p302_043,Theatre is not a museum.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_043_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_043_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_043.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_043.npy,train
p302,p302_044,"Subs not used, McCulloch.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_044_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_044_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_044.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_044.npy,train
p302,p302_045,"Whatever the final decision, one thing is certain.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_045_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_045_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_045.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_045.npy,train
p302,p302_046,He could face a jail sentence.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p302\p302_046_mic1.flac,D:\vocalis_3.0\data\synthetic\p302\p302_046_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p302\p302_046.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p302\p302_046.npy,train
p282,p282_002,Ask her to bring these things with her from the store.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_002_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_002_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_002.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_002.npy,train
p282,p282_003,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_003_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_003_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_003.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_003.npy,train
p282,p282_004,We also need a small plastic snake and a big toy frog for the kids.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_004_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_004_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_004.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_004.npy,train
p282,p282_005,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_005_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_005_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_005.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_005.npy,train
p282,p282_006,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_006_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_006_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_006.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_006.npy,train
p282,p282_007,The rainbow is a division of white light into many beautiful colors.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_007_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_007_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_007.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_007.npy,train
p282,p282_009,"There is , according to legend, a boiling pot of gold at one end.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_009_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_009_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_009.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_009.npy,train
p282,p282_010,"People look, but no one ever finds it.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_010_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_010_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_010.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_010.npy,train
p282,p282_011,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_011_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_011_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_011.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_011.npy,train
p282,p282_012,Throughout the centuries people have explained the rainbow in various ways.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_012_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_012_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_012.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_012.npy,train
p282,p282_013,Some have accepted it as a miracle without physical explanation.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_013_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_013_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_013.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_013.npy,train
p282,p282_014,To the Hebrews it was a token that there would be no more universal floods.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_014_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_014_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_014.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_014.npy,train
p282,p282_015,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_015_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_015_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_015.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_015.npy,train
p282,p282_016,The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_016_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_016_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_016.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_016.npy,train
p282,p282_017,Others have tried to explain the phenomenon physically.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_017_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_017_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_017.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_017.npy,train
p282,p282_018,Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_018_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_018_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_018.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_018.npy,train
p282,p282_020,Many complicated ideas about the rainbow have been formed.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_020_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_020_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_020.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_020.npy,train
p282,p282_021,"The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_021_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_021_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_021.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_021.npy,train
p282,p282_022,The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_022_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_022_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_022.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_022.npy,train
p282,p282_023,"If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_023_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_023_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_023.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_023.npy,train
p282,p282_024,"This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue.She is given a new deputy minister for transport and planning.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_024_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_024_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_024.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_024.npy,train
p282,p282_025,But it failed.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_025_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_025_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_025.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_025.npy,train
p282,p282_026,"Police were called to the scene, according to the weekend reports.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_026_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_026_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_026.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_026.npy,train
p282,p282_027,Several other countries are also reported to be interested in the format.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_027_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_027_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_027.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_027.npy,train
p282,p282_028,"However, the following year the cancer returned.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_028_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_028_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_028.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_028.npy,train
p282,p282_029,"Their courage, and their honesty, should be respected.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_029_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_029_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_029.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_029.npy,train
p282,p282_030,This is the window.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_030_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_030_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_030.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_030.npy,train
p282,p282_031,He was jailed for five years.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_031_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_031_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_031.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_031.npy,train
p282,p282_032,Help is needed.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_032_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_032_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_032.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_032.npy,train
p282,p282_033,"Then, suddenly, they weren't.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_033_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_033_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_033.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_033.npy,train
p282,p282_034,It is marvellous.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_034_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_034_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_034.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_034.npy,train
p282,p282_035,Other members of the family were too upset to comment last night.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_035_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_035_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_035.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_035.npy,train
p282,p282_036,"However, they continued in their pursuit of victory.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_036_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_036_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_036.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_036.npy,train
p282,p282_037,They're just different.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_037_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_037_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_037.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_037.npy,train
p282,p282_038,It was clear.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_038_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_038_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_038.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_038.npy,train
p282,p282_039,"Indeed, he does.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_039_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_039_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_039.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_039.npy,train
p282,p282_040,People come into the Borders for the beauty of the background.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_040_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_040_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_040.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_040.npy,train
p282,p282_041,"Of course, on Tuesday, United were beaten despite this.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_041_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_041_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_041.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_041.npy,train
p282,p282_042,Dancing was her life.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_042_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_042_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_042.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_042.npy,train
p282,p282_043,The ambition this year is to improve on last.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_043_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_043_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_043.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_043.npy,train
p282,p282_044,It is hard to avoid the conclusion that lessons have been learned.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_044_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_044_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_044.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_044.npy,train
p282,p282_045,They want to be entertained.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_045_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_045_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_045.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_045.npy,train
p282,p282_046,It's the only thing.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_046_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_046_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_046.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_046.npy,train
p282,p282_047,You had better believe it.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p282\p282_047_mic1.flac,D:\vocalis_3.0\data\synthetic\p282\p282_047_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p282\p282_047.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p282\p282_047.npy,train
